user_id,基本面,技術面,籌碼面,消息面,得分,prefer
8833,5,5,1,3,8,['消息面']
8835,3,1,0,0,2,['消息面']
8837,2,2,0,2,0,"['籌碼面', '消息面']"
8838,2,2,0,2,0,"['籌碼面', '消息面']"
8839,2,2,0,2,0,"['籌碼面', '消息面']"
8841,2,2,0,2,0,"['籌碼面', '消息面']"
8842,2,2,0,2,0,"['籌碼面', '消息面']"
8843,2,2,0,2,0,"['籌碼面', '消息面']"
8844,2,2,0,2,0,"['籌碼面', '消息面']"
8845,2,2,0,2,0,"['籌碼面', '消息面']"
8846,4,2,0,2,2,"['籌碼面', '消息面']"
8847,2,2,0,2,0,"['籌碼面', '消息面']"
8849,2,2,0,2,0,"['籌碼面', '消息面']"
8850,6,4,1,3,8,['消息面']
8851,10,2,0,2,8,"['籌碼面', '消息面']"
8852,2,2,0,2,0,"['籌碼面', '消息面']"
8853,2,2,0,2,0,"['籌碼面', '消息面']"
8854,2,2,0,2,0,"['籌碼面', '消息面']"
8855,19,4,6,3,26,['消息面']
8856,2,2,0,2,0,"['籌碼面', '消息面']"
8857,2,2,3,2,3,['消息面']
8859,4,2,3,2,5,['消息面']
8860,2,2,0,2,0,"['籌碼面', '消息面']"
8861,2,2,0,2,0,"['籌碼面', '消息面']"
8862,2,2,0,2,0,"['籌碼面', '消息面']"
8863,7,6,8,3,18,['消息面']
8867,4,3,0,2,3,['消息面']
8868,2,2,0,2,0,"['籌碼面', '消息面']"
8869,3,5,0,3,5,['消息面']
8870,1,2,0,0,0,['消息面']
8871,2,2,0,2,0,"['籌碼面', '消息面']"
8872,2,2,0,2,0,"['籌碼面', '消息面']"
8873,2,2,0,2,0,"['籌碼面', '消息面']"
8874,2,2,0,2,0,"['籌碼面', '消息面']"
8875,2,2,0,2,0,"['籌碼面', '消息面']"
8876,2,2,0,2,0,"['籌碼面', '消息面']"
8877,2,2,0,2,0,"['籌碼面', '消息面']"
8878,2,2,0,2,0,"['籌碼面', '消息面']"
8880,2,2,0,2,0,"['籌碼面', '消息面']"
8881,2,2,0,2,0,"['籌碼面', '消息面']"
8882,2,2,0,2,0,"['籌碼面', '消息面']"
8883,2,2,0,2,0,"['籌碼面', '消息面']"
8884,2,2,0,2,0,"['籌碼面', '消息面']"
8885,2,2,0,2,0,"['籌碼面', '消息面']"
8887,2,2,0,3,1,['消息面']
8889,4,2,0,2,2,"['籌碼面', '消息面']"
8890,2,2,0,2,0,"['籌碼面', '消息面']"
8893,7,2,1,2,6,"['籌碼面', '消息面']"
8894,2,2,0,2,0,"['籌碼面', '消息面']"
8895,2,2,0,2,0,"['籌碼面', '消息面']"
8896,2,2,1,2,1,"['籌碼面', '消息面']"
8897,2,2,0,2,0,"['籌碼面', '消息面']"
8899,2,2,0,2,0,"['籌碼面', '消息面']"
8900,2,2,0,2,0,"['籌碼面', '消息面']"
8901,4,2,0,2,2,"['籌碼面', '消息面']"
8902,2,2,0,2,0,"['籌碼面', '消息面']"
8903,2,2,0,2,0,"['籌碼面', '消息面']"
8904,2,2,0,2,0,"['籌碼面', '消息面']"
8905,3,2,0,2,1,"['籌碼面', '消息面']"
8906,2,2,0,2,0,"['籌碼面', '消息面']"
8907,2,2,0,2,0,"['籌碼面', '消息面']"
8908,4,2,0,2,2,"['籌碼面', '消息面']"
8909,2,2,0,2,0,"['籌碼面', '消息面']"
8910,2,2,0,2,0,"['籌碼面', '消息面']"
8911,2,2,0,2,0,"['籌碼面', '消息面']"
8913,5,2,2,3,6,['消息面']
8914,2,2,0,2,0,"['籌碼面', '消息面']"
8915,2,2,1,2,1,"['籌碼面', '消息面']"
8916,10,6,6,4,20,"['籌碼面', '消息面']"
8917,12,3,2,3,14,"['籌碼面', '消息面']"
8918,2,2,0,2,0,"['籌碼面', '消息面']"
8919,2,2,0,2,0,"['籌碼面', '消息面']"
8920,2,2,0,2,0,"['籌碼面', '消息面']"
8921,2,2,0,2,0,"['籌碼面', '消息面']"
8923,2,2,0,2,0,"['籌碼面', '消息面']"
8924,2,2,0,2,0,"['籌碼面', '消息面']"
8926,2,2,0,2,0,"['籌碼面', '消息面']"
8927,2,2,0,2,0,"['籌碼面', '消息面']"
8928,2,2,0,2,0,"['籌碼面', '消息面']"
8930,2,2,0,2,0,"['籌碼面', '消息面']"
8931,4,2,0,2,2,"['籌碼面', '消息面']"
8932,2,2,0,2,0,"['籌碼面', '消息面']"
8934,3,2,0,2,1,"['籌碼面', '消息面']"
8935,2,2,0,2,0,"['籌碼面', '消息面']"
8936,4,5,3,3,9,['消息面']
8937,3,4,1,3,5,['消息面']
8938,8,2,0,3,7,['消息面']
8939,2,2,0,2,0,"['籌碼面', '消息面']"
8940,2,2,0,2,0,"['籌碼面', '消息面']"
8941,3,2,0,2,1,"['籌碼面', '消息面']"
8942,2,2,0,2,0,"['籌碼面', '消息面']"
8944,0,1,0,1,0,"['籌碼面', '消息面']"
8945,2,2,2,3,3,['消息面']
8946,3,4,0,3,4,['消息面']
8947,2,2,0,2,0,"['籌碼面', '消息面']"
8949,2,2,0,2,0,"['籌碼面', '消息面']"
8950,8,2,0,2,6,"['籌碼面', '消息面']"
8951,2,2,0,2,0,"['籌碼面', '消息面']"
8952,2,2,0,2,0,"['籌碼面', '消息面']"
8953,2,2,0,2,0,"['籌碼面', '消息面']"
8954,21,6,8,7,36,['消息面']
8955,2,2,0,5,3,['消息面']
8956,2,2,0,2,0,"['籌碼面', '消息面']"
8958,2,2,0,2,0,"['籌碼面', '消息面']"
8959,2,2,0,2,0,"['籌碼面', '消息面']"
8960,2,2,0,2,0,"['籌碼面', '消息面']"
8961,2,2,0,2,0,"['籌碼面', '消息面']"
8962,3,1,0,0,2,['消息面']
8963,2,2,0,2,0,"['籌碼面', '消息面']"
8964,2,2,0,2,0,"['籌碼面', '消息面']"
8965,3,5,0,3,5,['消息面']
8967,2,2,0,2,0,"['籌碼面', '消息面']"
8968,2,2,0,2,0,"['籌碼面', '消息面']"
8969,7,2,0,2,5,"['籌碼面', '消息面']"
8972,2,2,0,2,0,"['籌碼面', '消息面']"
8973,2,2,0,2,0,"['籌碼面', '消息面']"
8974,2,2,0,3,1,['消息面']
8975,2,2,0,2,0,"['籌碼面', '消息面']"
8976,2,2,0,2,0,"['籌碼面', '消息面']"
8977,2,2,0,2,0,"['籌碼面', '消息面']"
8978,2,2,0,2,0,"['籌碼面', '消息面']"
8979,3,5,0,3,5,['消息面']
8980,2,2,0,2,0,"['籌碼面', '消息面']"
8981,2,2,0,2,0,"['籌碼面', '消息面']"
8982,2,2,0,2,0,"['籌碼面', '消息面']"
8986,1,2,0,0,0,['消息面']
8988,4,2,0,2,2,"['籌碼面', '消息面']"
8990,2,2,0,2,0,"['籌碼面', '消息面']"
8991,2,2,0,2,0,"['籌碼面', '消息面']"
8993,2,2,0,2,0,"['籌碼面', '消息面']"
8994,8,2,0,2,6,"['籌碼面', '消息面']"
8997,2,2,0,2,0,"['籌碼面', '消息面']"
8998,2,2,0,2,0,"['籌碼面', '消息面']"
8999,2,2,0,2,0,"['籌碼面', '消息面']"
9000,2,2,0,2,0,"['籌碼面', '消息面']"
9001,2,2,1,2,1,"['籌碼面', '消息面']"
9003,2,2,0,2,0,"['籌碼面', '消息面']"
9004,2,2,0,2,0,"['籌碼面', '消息面']"
9005,2,2,0,2,0,"['籌碼面', '消息面']"
9006,2,2,0,2,0,"['籌碼面', '消息面']"
9009,10,2,0,2,8,"['籌碼面', '消息面']"
9011,2,2,0,2,0,"['籌碼面', '消息面']"
9012,2,2,0,2,0,"['籌碼面', '消息面']"
9013,2,2,0,2,0,"['籌碼面', '消息面']"
9014,3,2,0,2,1,"['籌碼面', '消息面']"
9018,2,2,0,2,0,"['籌碼面', '消息面']"
9019,2,2,0,2,0,"['籌碼面', '消息面']"
9020,2,2,0,2,0,"['籌碼面', '消息面']"
9021,2,4,1,4,5,"['籌碼面', '消息面']"
9022,2,2,0,2,0,"['籌碼面', '消息面']"
9023,8,2,2,3,9,['消息面']
9024,2,4,6,3,9,['消息面']
9025,2,2,0,2,0,"['籌碼面', '消息面']"
9026,2,2,0,2,0,"['籌碼面', '消息面']"
9027,1,1,0,0,0,['消息面']
9028,2,2,0,2,0,"['籌碼面', '消息面']"
9029,2,2,0,2,0,"['籌碼面', '消息面']"
9030,3,4,0,3,4,['消息面']
9031,3,2,0,2,1,"['籌碼面', '消息面']"
9032,2,2,0,2,0,"['籌碼面', '消息面']"
9033,16,4,2,3,19,['消息面']
9035,2,2,0,2,0,"['籌碼面', '消息面']"
9036,2,1,0,1,0,"['籌碼面', '消息面']"
9037,2,2,0,2,0,"['籌碼面', '消息面']"
9038,2,2,0,2,0,"['籌碼面', '消息面']"
9040,5,2,0,2,3,"['籌碼面', '消息面']"
9041,2,2,0,2,0,"['籌碼面', '消息面']"
9042,2,2,0,2,0,"['籌碼面', '消息面']"
9043,2,2,0,2,0,"['籌碼面', '消息面']"
9044,2,2,0,2,0,"['籌碼面', '消息面']"
9045,10,2,0,3,9,['消息面']
9046,2,2,0,2,0,"['籌碼面', '消息面']"
9047,2,2,0,5,3,['消息面']
9048,10,3,1,2,10,['消息面']
9049,10,2,0,2,8,"['籌碼面', '消息面']"
9050,2,2,0,2,0,"['籌碼面', '消息面']"
9051,2,2,0,2,0,"['籌碼面', '消息面']"
9052,2,2,0,2,0,"['籌碼面', '消息面']"
9054,2,2,0,2,0,"['籌碼面', '消息面']"
9055,2,2,0,2,0,"['籌碼面', '消息面']"
9056,2,2,0,2,0,"['籌碼面', '消息面']"
9059,5,5,0,3,7,['消息面']
9061,2,2,0,2,0,"['籌碼面', '消息面']"
9062,2,2,0,2,0,"['籌碼面', '消息面']"
9063,3,4,0,3,4,['消息面']
9064,2,2,0,1,0,['消息面']
9065,12,2,2,3,13,['消息面']
9067,2,2,0,2,0,"['籌碼面', '消息面']"
9068,5,5,0,3,7,['消息面']
9071,3,2,1,2,2,"['籌碼面', '消息面']"
9072,2,2,0,2,0,"['籌碼面', '消息面']"
9073,2,2,0,2,0,"['籌碼面', '消息面']"
9074,2,4,0,2,2,['消息面']
9075,2,2,0,2,0,"['籌碼面', '消息面']"
9077,2,2,0,2,0,"['籌碼面', '消息面']"
9078,4,4,0,2,4,['消息面']
9079,2,2,0,2,0,"['籌碼面', '消息面']"
9080,4,2,0,2,2,"['籌碼面', '消息面']"
9081,2,2,0,2,0,"['籌碼面', '消息面']"
9083,4,2,0,2,2,"['籌碼面', '消息面']"
9084,2,2,0,2,0,"['籌碼面', '消息面']"
9086,2,2,0,2,0,"['籌碼面', '消息面']"
9087,7,3,2,3,9,"['籌碼面', '消息面']"
9088,2,2,0,2,0,"['籌碼面', '消息面']"
9089,2,2,0,4,2,['消息面']
9090,2,2,0,2,0,"['籌碼面', '消息面']"
9091,2,2,0,2,0,"['籌碼面', '消息面']"
9093,2,2,0,2,0,"['籌碼面', '消息面']"
9094,2,2,0,2,0,"['籌碼面', '消息面']"
9095,2,2,0,2,0,"['籌碼面', '消息面']"
9096,13,4,6,3,20,['消息面']
9097,2,2,0,2,0,"['籌碼面', '消息面']"
9099,4,2,0,2,2,"['籌碼面', '消息面']"
9100,2,2,0,2,0,"['籌碼面', '消息面']"
9101,1,2,0,0,0,['消息面']
9102,9,4,1,5,13,['消息面']
9103,2,2,0,2,0,"['籌碼面', '消息面']"
9107,2,2,0,2,0,"['籌碼面', '消息面']"
9108,2,2,0,2,0,"['籌碼面', '消息面']"
9109,2,2,0,2,0,"['籌碼面', '消息面']"
9110,10,2,0,2,8,"['籌碼面', '消息面']"
9112,2,2,0,2,0,"['籌碼面', '消息面']"
9113,2,2,0,2,0,"['籌碼面', '消息面']"
9116,2,2,0,2,0,"['籌碼面', '消息面']"
9117,0,2,0,1,1,['消息面']
9118,3,5,0,3,5,['消息面']
9119,2,3,1,7,7,['消息面']
9120,2,2,0,2,0,"['籌碼面', '消息面']"
9121,2,2,0,2,0,"['籌碼面', '消息面']"
9122,2,2,0,2,0,"['籌碼面', '消息面']"
9123,2,2,0,2,0,"['籌碼面', '消息面']"
9124,3,4,0,3,4,['消息面']
9125,2,2,0,2,0,"['籌碼面', '消息面']"
9127,4,2,0,2,2,"['籌碼面', '消息面']"
9128,2,5,0,3,4,['消息面']
9130,2,2,0,2,0,"['籌碼面', '消息面']"
9131,2,2,0,2,0,"['籌碼面', '消息面']"
9132,2,4,0,3,3,['消息面']
9134,2,2,0,2,0,"['籌碼面', '消息面']"
9136,2,2,0,2,0,"['籌碼面', '消息面']"
9137,4,3,0,2,3,['消息面']
9138,2,2,0,0,0,['消息面']
9139,2,2,0,2,0,"['籌碼面', '消息面']"
9140,4,2,0,2,2,"['籌碼面', '消息面']"
9141,2,2,0,2,0,"['籌碼面', '消息面']"
9143,2,2,0,2,0,"['籌碼面', '消息面']"
9144,2,2,0,2,0,"['籌碼面', '消息面']"
9146,13,2,0,2,11,"['籌碼面', '消息面']"
9147,2,2,0,2,0,"['籌碼面', '消息面']"
9150,2,2,0,2,0,"['籌碼面', '消息面']"
9151,2,2,0,3,1,['消息面']
9152,4,2,0,2,2,"['籌碼面', '消息面']"
9153,3,4,0,3,4,['消息面']
9154,2,2,0,2,0,"['籌碼面', '消息面']"
9155,2,2,0,2,0,"['籌碼面', '消息面']"
9156,2,3,0,2,1,['消息面']
9159,3,5,2,4,8,['消息面']
9160,2,2,1,2,1,"['籌碼面', '消息面']"
9161,2,2,0,2,0,"['籌碼面', '消息面']"
9162,2,2,0,2,0,"['籌碼面', '消息面']"
9165,2,2,0,2,0,"['籌碼面', '消息面']"
9167,2,2,0,2,0,"['籌碼面', '消息面']"
9168,2,2,2,2,2,"['技術面', '籌碼面', '消息面']"
9169,2,2,0,2,0,"['籌碼面', '消息面']"
9170,2,2,0,2,0,"['籌碼面', '消息面']"
9171,2,2,0,2,0,"['籌碼面', '消息面']"
9172,2,2,0,2,0,"['籌碼面', '消息面']"
9174,2,2,0,2,0,"['籌碼面', '消息面']"
9175,2,2,0,2,0,"['籌碼面', '消息面']"
9177,4,2,0,2,2,"['籌碼面', '消息面']"
9178,2,2,0,2,0,"['籌碼面', '消息面']"
9180,2,2,0,2,0,"['籌碼面', '消息面']"
9181,0,2,0,1,0,['消息面']
9182,2,2,0,2,0,"['籌碼面', '消息面']"
9183,9,4,1,2,10,['消息面']
9184,3,2,0,2,1,"['籌碼面', '消息面']"
9185,2,2,0,2,0,"['籌碼面', '消息面']"
9187,3,5,0,3,5,['消息面']
9188,2,2,0,2,0,"['籌碼面', '消息面']"
9189,2,2,0,2,0,"['籌碼面', '消息面']"
9191,12,6,1,4,17,['消息面']
9194,2,2,0,2,0,"['籌碼面', '消息面']"
9195,0,2,0,1,0,['消息面']
9196,7,2,4,2,9,['消息面']
9197,5,2,6,2,9,['消息面']
9198,4,2,0,2,2,"['籌碼面', '消息面']"
9201,9,2,1,2,8,"['籌碼面', '消息面']"
9202,2,2,0,2,0,"['籌碼面', '消息面']"
9203,4,2,0,2,2,"['籌碼面', '消息面']"
9204,2,2,0,2,0,"['籌碼面', '消息面']"
9206,2,2,0,2,0,"['籌碼面', '消息面']"
9207,2,2,0,2,0,"['籌碼面', '消息面']"
9208,2,2,0,2,0,"['籌碼面', '消息面']"
9211,2,2,0,2,0,"['籌碼面', '消息面']"
9212,2,2,0,2,0,"['籌碼面', '消息面']"
9213,4,2,3,2,5,['消息面']
9214,10,3,0,2,9,['消息面']
9215,2,2,0,2,0,"['籌碼面', '消息面']"
9217,2,2,0,2,0,"['籌碼面', '消息面']"
9219,10,2,3,2,11,['消息面']
9221,4,2,0,2,2,"['籌碼面', '消息面']"
9222,3,5,1,4,7,['消息面']
9223,2,2,0,2,0,"['籌碼面', '消息面']"
9224,2,2,0,2,0,"['籌碼面', '消息面']"
9226,2,2,0,2,0,"['籌碼面', '消息面']"
9227,2,2,0,2,0,"['籌碼面', '消息面']"
9228,2,2,0,2,0,"['籌碼面', '消息面']"
9229,9,4,2,2,11,['消息面']
9230,2,2,0,2,0,"['籌碼面', '消息面']"
9231,2,2,0,2,0,"['籌碼面', '消息面']"
9232,3,7,0,4,8,['消息面']
9233,2,2,2,2,2,"['技術面', '籌碼面', '消息面']"
9234,3,4,0,2,3,['消息面']
9235,7,2,2,2,7,"['技術面', '籌碼面', '消息面']"
9236,2,2,0,2,0,"['籌碼面', '消息面']"
9237,5,4,0,3,6,['消息面']
9239,13,5,6,5,23,['消息面']
9240,2,2,0,2,0,"['籌碼面', '消息面']"
9242,7,2,2,1,8,"['籌碼面', '消息面']"
9243,8,3,8,4,17,['消息面']
9244,2,2,0,2,0,"['籌碼面', '消息面']"
9246,10,2,3,4,13,['消息面']
9247,2,2,0,2,0,"['籌碼面', '消息面']"
9249,12,6,5,6,23,"['籌碼面', '消息面']"
9252,7,4,1,5,11,['消息面']
9253,10,2,0,2,8,"['籌碼面', '消息面']"
9254,2,3,0,2,1,['消息面']
9255,3,4,1,4,6,"['籌碼面', '消息面']"
9257,2,2,0,2,0,"['籌碼面', '消息面']"
9258,12,4,1,4,15,"['籌碼面', '消息面']"
9261,4,2,0,2,2,"['籌碼面', '消息面']"
9262,2,2,0,2,0,"['籌碼面', '消息面']"
9263,2,2,0,2,0,"['籌碼面', '消息面']"
9264,8,2,2,5,11,['消息面']
9265,2,2,0,2,0,"['籌碼面', '消息面']"
9266,2,2,0,2,0,"['籌碼面', '消息面']"
9267,2,2,0,2,0,"['籌碼面', '消息面']"
9268,3,2,0,3,2,['消息面']
9269,2,2,0,2,0,"['籌碼面', '消息面']"
9270,2,2,0,2,0,"['籌碼面', '消息面']"
9272,1,2,0,2,0,"['籌碼面', '消息面']"
9273,2,2,0,2,0,"['籌碼面', '消息面']"
9274,12,4,4,2,16,"['籌碼面', '消息面']"
9275,3,4,1,4,6,"['籌碼面', '消息面']"
9279,2,2,0,2,0,"['籌碼面', '消息面']"
9280,3,5,0,3,5,['消息面']
9281,4,2,0,2,2,"['籌碼面', '消息面']"
9282,5,3,0,3,5,"['籌碼面', '消息面']"
9283,2,2,0,2,0,"['籌碼面', '消息面']"
9284,2,2,0,2,0,"['籌碼面', '消息面']"
9285,1,2,1,0,1,['消息面']
9287,3,4,0,3,4,['消息面']
9288,2,2,0,2,0,"['籌碼面', '消息面']"
9290,2,2,0,2,0,"['籌碼面', '消息面']"
9293,2,2,2,6,6,['消息面']
9294,2,2,0,2,0,"['籌碼面', '消息面']"
9295,5,5,2,4,10,['消息面']
9296,2,2,0,2,0,"['籌碼面', '消息面']"
9297,3,5,0,3,5,['消息面']
9299,2,2,0,2,0,"['籌碼面', '消息面']"
9302,1,2,1,0,1,['消息面']
9303,10,4,6,2,16,['消息面']
9304,2,2,0,2,0,"['籌碼面', '消息面']"
9305,5,2,0,2,3,"['籌碼面', '消息面']"
9306,2,5,0,3,4,['消息面']
9308,2,2,0,2,0,"['籌碼面', '消息面']"
9309,3,5,2,3,7,['消息面']
9310,2,2,0,2,0,"['籌碼面', '消息面']"
9311,2,2,0,2,0,"['籌碼面', '消息面']"
9313,2,2,0,2,0,"['籌碼面', '消息面']"
9314,2,2,0,2,0,"['籌碼面', '消息面']"
9315,2,2,0,2,0,"['籌碼面', '消息面']"
9316,4,2,3,2,5,['消息面']
9317,4,2,0,2,2,"['籌碼面', '消息面']"
9318,10,2,2,2,10,"['技術面', '籌碼面', '消息面']"
9320,2,2,0,2,0,"['籌碼面', '消息面']"
9321,3,5,0,3,5,['消息面']
9322,2,2,0,2,0,"['籌碼面', '消息面']"
9323,4,2,0,2,2,"['籌碼面', '消息面']"
9324,2,2,0,2,0,"['籌碼面', '消息面']"
9325,2,2,0,2,0,"['籌碼面', '消息面']"
9326,2,2,0,2,0,"['籌碼面', '消息面']"
9327,5,2,2,2,5,"['技術面', '籌碼面', '消息面']"
9328,17,2,0,2,15,"['籌碼面', '消息面']"
9329,4,2,0,2,2,"['籌碼面', '消息面']"
9330,2,2,0,2,0,"['籌碼面', '消息面']"
9331,2,2,0,2,0,"['籌碼面', '消息面']"
9332,2,2,0,2,0,"['籌碼面', '消息面']"
9333,3,4,0,3,4,['消息面']
9335,13,5,6,3,21,['消息面']
9336,2,2,0,2,0,"['籌碼面', '消息面']"
9338,4,2,0,2,2,"['籌碼面', '消息面']"
9340,10,4,6,4,18,['消息面']
9341,10,2,0,2,8,"['籌碼面', '消息面']"
9343,2,2,0,2,0,"['籌碼面', '消息面']"
9344,2,2,0,2,0,"['籌碼面', '消息面']"
9345,4,5,2,4,9,['消息面']
9350,2,2,0,2,0,"['籌碼面', '消息面']"
9351,2,2,0,2,0,"['籌碼面', '消息面']"
9353,2,2,0,2,0,"['籌碼面', '消息面']"
9354,10,4,0,2,10,['消息面']
9355,10,2,6,2,14,['消息面']
9356,12,4,6,2,18,['消息面']
9357,3,4,0,3,4,['消息面']
9358,4,2,0,2,2,"['籌碼面', '消息面']"
9359,2,2,0,2,0,"['籌碼面', '消息面']"
9361,2,2,0,2,0,"['籌碼面', '消息面']"
9363,2,2,0,2,0,"['籌碼面', '消息面']"
9364,1,2,0,1,0,['消息面']
9365,7,2,5,2,10,['消息面']
9366,10,2,6,2,14,['消息面']
9367,2,2,0,2,0,"['籌碼面', '消息面']"
9368,8,5,4,5,16,"['籌碼面', '消息面']"
9369,5,2,0,2,3,"['籌碼面', '消息面']"
9370,4,2,0,2,2,"['籌碼面', '消息面']"
9371,2,2,0,2,0,"['籌碼面', '消息面']"
9372,2,2,0,2,0,"['籌碼面', '消息面']"
9373,7,2,1,2,6,"['籌碼面', '消息面']"
9374,2,2,0,2,0,"['籌碼面', '消息面']"
9375,2,2,0,2,0,"['籌碼面', '消息面']"
9376,2,2,0,2,0,"['籌碼面', '消息面']"
9377,10,3,3,5,15,['消息面']
9378,10,2,0,2,8,"['籌碼面', '消息面']"
9379,1,2,0,2,0,"['籌碼面', '消息面']"
9380,2,2,0,2,0,"['籌碼面', '消息面']"
9381,2,2,0,2,0,"['籌碼面', '消息面']"
9382,4,5,7,3,13,['消息面']
9383,18,2,1,2,17,"['籌碼面', '消息面']"
9384,2,4,1,2,3,['消息面']
9385,2,2,0,2,0,"['籌碼面', '消息面']"
9386,2,2,0,2,0,"['籌碼面', '消息面']"
9387,10,2,0,2,8,"['籌碼面', '消息面']"
9388,2,2,0,2,0,"['籌碼面', '消息面']"
9389,10,2,6,2,14,['消息面']
9390,4,6,0,3,7,['消息面']
9393,10,3,6,4,17,['消息面']
9394,3,3,0,2,2,['消息面']
9400,2,2,0,2,0,"['籌碼面', '消息面']"
9404,2,2,0,2,0,"['籌碼面', '消息面']"
9405,4,4,6,4,12,['消息面']
9406,2,2,0,2,0,"['籌碼面', '消息面']"
9407,4,2,0,4,4,['消息面']
9408,2,2,0,2,0,"['籌碼面', '消息面']"
9409,2,2,0,3,1,['消息面']
9411,2,2,0,2,0,"['籌碼面', '消息面']"
9412,10,2,6,3,15,['消息面']
9413,3,4,0,3,4,['消息面']
9414,2,2,0,2,0,"['籌碼面', '消息面']"
9415,2,2,0,2,0,"['籌碼面', '消息面']"
9416,2,2,1,2,1,"['籌碼面', '消息面']"
9417,14,2,1,3,14,['消息面']
9418,2,2,0,2,0,"['籌碼面', '消息面']"
9419,2,2,0,2,0,"['籌碼面', '消息面']"
9420,2,2,0,2,0,"['籌碼面', '消息面']"
9421,13,2,6,3,18,['消息面']
9422,4,2,0,2,2,"['籌碼面', '消息面']"
9423,2,2,0,2,0,"['籌碼面', '消息面']"
9424,2,2,0,2,0,"['籌碼面', '消息面']"
9425,2,2,0,2,0,"['籌碼面', '消息面']"
9426,2,2,0,2,0,"['籌碼面', '消息面']"
9427,2,4,0,3,3,['消息面']
9428,5,2,0,2,3,"['籌碼面', '消息面']"
9429,7,2,1,2,8,"['籌碼面', '消息面']"
9431,2,5,3,4,8,['消息面']
9434,17,3,1,2,18,['消息面']
9435,2,4,0,3,3,['消息面']
9437,0,1,0,1,0,"['籌碼面', '消息面']"
9438,2,2,0,2,0,"['籌碼面', '消息面']"
9439,2,2,0,2,0,"['籌碼面', '消息面']"
9440,2,2,0,2,0,"['籌碼面', '消息面']"
9441,11,2,6,4,17,['消息面']
9442,3,5,1,4,7,['消息面']
9443,3,2,0,2,1,"['籌碼面', '消息面']"
9444,2,2,0,2,0,"['籌碼面', '消息面']"
9445,2,2,0,2,0,"['籌碼面', '消息面']"
9446,1,2,1,0,1,['消息面']
9447,7,2,3,4,10,['消息面']
9448,12,4,6,2,18,['消息面']
9449,2,2,0,2,0,"['籌碼面', '消息面']"
9450,3,5,0,3,5,['消息面']
9451,2,2,6,2,6,['消息面']
9452,2,2,0,2,0,"['籌碼面', '消息面']"
9453,2,2,0,2,0,"['籌碼面', '消息面']"
9454,3,2,0,2,1,"['籌碼面', '消息面']"
9455,2,3,1,4,4,['消息面']
9456,2,2,0,2,0,"['籌碼面', '消息面']"
9457,11,2,4,2,13,['消息面']
9458,4,2,0,2,2,"['籌碼面', '消息面']"
9459,1,2,0,1,1,['消息面']
9460,10,2,0,2,8,"['籌碼面', '消息面']"
9461,7,2,0,2,5,"['籌碼面', '消息面']"
9462,2,2,0,2,0,"['籌碼面', '消息面']"
9463,2,2,0,2,0,"['籌碼面', '消息面']"
9464,0,1,0,1,0,"['籌碼面', '消息面']"
9465,4,3,2,3,6,"['籌碼面', '消息面']"
9467,10,3,5,3,15,['消息面']
9468,9,1,4,2,13,['消息面']
9469,6,2,0,2,4,"['籌碼面', '消息面']"
9470,2,2,0,2,0,"['籌碼面', '消息面']"
9471,2,2,0,2,0,"['籌碼面', '消息面']"
9473,8,6,1,7,16,['消息面']
9474,4,2,0,2,2,"['籌碼面', '消息面']"
9475,2,2,0,2,0,"['籌碼面', '消息面']"
9476,2,2,0,2,0,"['籌碼面', '消息面']"
9477,2,2,0,2,0,"['籌碼面', '消息面']"
9478,3,5,0,3,5,['消息面']
9480,2,4,0,3,3,['消息面']
9481,2,2,0,2,0,"['籌碼面', '消息面']"
9482,2,4,0,3,3,['消息面']
9483,2,2,0,2,0,"['籌碼面', '消息面']"
9484,2,4,0,3,3,['消息面']
9486,2,2,0,2,0,"['籌碼面', '消息面']"
9487,5,2,0,4,5,['消息面']
9488,2,2,0,2,0,"['籌碼面', '消息面']"
9489,2,2,0,2,0,"['籌碼面', '消息面']"
9490,3,5,1,4,7,['消息面']
9491,2,2,0,2,0,"['籌碼面', '消息面']"
9493,2,2,0,2,0,"['籌碼面', '消息面']"
9495,3,2,3,3,5,"['籌碼面', '消息面']"
9496,12,5,6,4,21,['消息面']
9497,2,2,0,2,0,"['籌碼面', '消息面']"
9499,10,5,5,0,16,"['籌碼面', '消息面']"
9500,2,2,2,2,2,"['技術面', '籌碼面', '消息面']"
9501,2,2,6,2,6,['消息面']
9502,2,2,0,2,0,"['籌碼面', '消息面']"
9503,2,2,0,2,0,"['籌碼面', '消息面']"
9504,3,4,0,3,4,['消息面']
9507,0,2,0,1,0,['消息面']
9509,2,5,0,1,4,['消息面']
9511,2,2,0,2,0,"['籌碼面', '消息面']"
9512,0,2,0,0,0,['消息面']
9513,3,5,0,3,5,['消息面']
9514,2,2,0,2,0,"['籌碼面', '消息面']"
9515,2,2,0,2,0,"['籌碼面', '消息面']"
9517,2,2,0,2,0,"['籌碼面', '消息面']"
9519,4,2,1,2,3,"['籌碼面', '消息面']"
9520,2,2,0,2,0,"['籌碼面', '消息面']"
9521,2,2,1,2,1,"['籌碼面', '消息面']"
9522,2,2,0,2,0,"['籌碼面', '消息面']"
9523,3,4,0,3,4,['消息面']
9524,3,4,0,2,3,['消息面']
9525,2,2,0,2,0,"['籌碼面', '消息面']"
9527,2,2,0,2,0,"['籌碼面', '消息面']"
9528,2,2,0,2,0,"['籌碼面', '消息面']"
